Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Lahu Ke Do Rang,28 Sep 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.55 Cr
Nalayak,14 Sep 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.20 Cr
Kaala Patthar,24 Aug 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Duniya Meri Jeb Mein,10 Aug 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.50 Cr
Sargam,01 Aug 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Khandaan,18 Jul 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.70 Cr
Guru Ho Jaa Shuru,06 Jul 1979,N.A. Cr,N.A. Cr,0.007 Cr,0.007 Cr
Suraksha,22 Jun 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Mr. Natwarlal,08 Jun 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.25 Cr
Jaani Dushman,25 May 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Amar Deep,18 May 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.15 Cr
Kartavya,11 May 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.75 Cr
The Great Gambler,06 Apr 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.25 Cr
Gautam Govinda,02 Mar 1979,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Muqabla,30 Nov 1978,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.45 Cr
Dada,30 Nov 1978,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.35 Cr
Noorie,30 Nov 1978,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.50 Cr
Shaan,12 Dec 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Ram Balram,28 Nov 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Insaaf Ka Tarazu,11 Nov 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.25 Cr
Maang Bharo Sajna,07 Nov 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.15 Cr
Saboot,04 Nov 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.20 Cr
Nishana,17 Oct 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.25 Cr
Dostana,17 Oct 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Abdullah,26 Sep 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.70 Cr
Judaai,26 Sep 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.50 Cr
Beraham,29 Aug 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.80 Cr
Unnes Bees,04 Jul 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Sau Din Saas Ke,27 Jun 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.35 Cr
Karz,26 Jun 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.75 Cr
Qurbani,20 Jun 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Thodi Si Bewafai,13 Jun 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.30 Cr
Jyoti Bane Jwala,06 Jun 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.50 Cr
Alibaba Aur 40 Chor,29 May 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Choron Ki Baaraat,23 May 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Swayamvar,09 May 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Takkar,18 Apr 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.60 Cr
The Burning Train,28 Mar 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.25 Cr
Aasha,21 Mar 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Chunaoti,14 Mar 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.90 Cr
Khubsoorat,25 Jan 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.15 Cr
Do Aur Do Paanch,04 Jan 1980,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.50 Cr
Kaalia,25 Dec 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.75 Cr
Meri Awaaz Suno,18 Dec 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.5 Cr
Fifty Fifty,13 Nov 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.8 Cr
Maan Gaye Ustaad,30 Oct 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.65 Cr
Yaarana,23 Oct 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.5 Cr
Ek Hi Bhool,09 Oct 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.3 Cr
Khuda Kasam,09 Oct 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.6 Cr
Katilon Ka Katil,10 Sep 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Hum Se Badhkar Kaun,03 Jul 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.7 Cr
Ek Duuje Ke Liye,05 Jun 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Professor Pyarelal,05 Jun 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.2 Cr
Laawaris,22 May 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Jyoti,15 May 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.45 Cr
Rocky,08 May 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Wardat,24 Apr 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.40 Cr
Khoon Aur Paani,10 Apr 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.5 Cr
Kudrat,03 Apr 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.75 Cr
Krodhi,20 Mar 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.5 Cr
Love Story,27 Feb 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Barsat Ki Ek Raat,20 Feb 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Kranti,03 Feb 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Bulandi,30 Jan 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.1 Cr
Waqt Ki Deewar,23 Jan 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.55 Cr
Hum Paanch,09 Jan 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,1.9 Cr
Naseeb,05 Jan 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.25 Cr
Disco Dancer,17 Dec 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.2 Cr
Samraat,11 Dec 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.4 Cr
Vidhaata,03 Dec 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Jeeo Aur Jeene Do,19 Nov 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.1 Cr
Nikaah,24 Sep 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Baghawat,27 Aug 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.3 Cr
Prem Rog,13 Aug 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.5 Cr
Dharam Kanta,06 Aug 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Farz Aur Kanoon,06 Aug 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Khud-Daar,30 Jul 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Insaan,25 Jun 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.2 Cr
Badle Ki Aag,04 Jun 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.6 Cr
Teri Kasam,28 May 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.10 Cr
Ghazab,28 May 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.5 Cr
Main Inteqaam Loonga,21 May 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.5 Cr
Sanam Teri Kasam,14 May 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.3 Cr
Ashanti,07 May 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.4 Cr
Namak Halal,30 Apr 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Desh Premee,23 Apr 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.6 Cr
Teesri Aankh,23 Apr 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.9 Cr
Rajput,16 Apr 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.75 Cr
Suraag,26 Mar 1982,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Satte Pe Satta,22 Jan 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Hathkadi,15 Jan 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.8 Cr
Shakti,10 Jan 1982,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Nadiya Ke Paar,30 Nov 1981,0 Cr N.A,0 Cr N.A,0 Cr N.A,2.7 Cr
Hero,16 Dec 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.25 Cr
Coolie,02 Dec 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,9 Cr
Mawaali,04 Nov 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Betaab,05 Aug 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.75 Cr
Naukar Biwi Ka,22 Jul 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Justice Choudhary,15 Jul 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Jaani Dost,27 May 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Andha Kanoon,08 Apr 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Himmatwala,25 Feb 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Nastik,18 Feb 1983,0 Cr N.A,0 Cr N.A,0 Cr N.A,3.8 Cr
Sharaabi,18 May 1984,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Maqsad,04 May 1984,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Tohfa,03 Feb 1984,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Mard,08 Nov 1985,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Geraftaar,13 Sep 1985,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Ram Teri Ganga Maili,16 Aug 1985,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.50 Cr
Pyar Jhukta Nahin,11 Jan 1985,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Nagina,28 Nov 1986,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Karma,08 Aug 1986,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Aakhri Raasta,06 Jun 1986,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Khudgarz,30 Jul 1987,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Mr India,29 May 1987,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Hukumat,26 Mar 1987,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.50 Cr
Insaniyat Ke Dushman,02 Jan 1987,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.25 Cr
Shahenshah,02 Dec 1988,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Tezaab,10 Nov 1988,0 Cr N.A,0 Cr N.A,0 Cr N.A,8 Cr
Qayamat Se Qayamat Tak,29 Apr 1988,0 Cr N.A,0 Cr N.A,0 Cr N.A,3 Cr
Aag Hi Aag,03 Apr 1988,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.5 Cr
Paap Ki Duniya,18 Mar 1988,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.50 Cr
Maine Pyar Kiya,29 Dec 1989,0 Cr N.A,0 Cr N.A,0 Cr N.A,14 Cr
Tridev,07 Jul 1989,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.50 Cr
Ram Lakhan,27 Jan 1989,0 Cr N.A,0 Cr N.A,0 Cr N.A,9 Cr
Baaghi,21 Dec 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Thanedaar,14 Dec 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Aaj Ka Arjun,10 Aug 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Jurm,05 Jul 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,0 Cr
Dil,22 Jun 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Ghayal,22 Jun 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.50 Cr
Kishen Kanhaiya,09 Mar 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Agneepath,16 Feb 1990,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Sadak,20 Dec 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Saajan,20 Dec 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,10 Cr
Phool Aur Kaante,21 Nov 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Sanam Bewafa,01 Nov 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Saudagar,09 Aug 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,8.75 Cr
Dil Hai Ke Manta Nahin,12 Jul 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Hum,01 Feb 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,9.25 Cr
Saugandh,25 Jan 1991,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Jigar,23 Oct 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Bol Radha Bol,21 Aug 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,4.75 Cr
Tahalka,07 Aug 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.75 Cr
Shola Aur Shabnam,02 Jul 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
Deewana,25 Jun 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.75 Cr
Jo Jeeta Wohi Sikandar,22 May 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,7 Cr
Khuda Gawah,08 May 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Beta,03 Apr 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,13 Cr
Vishwatma,24 Jan 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,5.25 Cr
Khiladi,05 Jan 1992,0 Cr N.A,0 Cr N.A,0 Cr N.A,4 Cr
Darr,24 Dec 1993,0.47 Cr,1.39 Cr,2.65 Cr,10.74 Cr
Tadipaar,17 Dec 1993,0.24 Cr,0.69 Cr,1.17 Cr,2.30 Cr
Shatranj,17 Dec 1993,0.27 Cr,0.74 Cr,1.28 Cr,3.09 Cr
Santaan,11 Dec 1993,0.12 Cr,0.39 Cr,0.70 Cr,2.19 Cr
Dhanwaan,10 Dec 1993,0.15 Cr,0.50 Cr,0.82 Cr,1.39 Cr
Bhagyawan,10 Dec 1993,0.17 Cr,0.48 Cr,0.88 Cr,2.00 Cr
Aakhri Chetawani,10 Dec 1993,0 Cr N.A,0 Cr N.A,0.13 Cr,0.07 Cr
Aulad Ke Dushman,03 Dec 1993,0.20 Cr,0.55 Cr,0.96 Cr,2.08 Cr
Bedardi,12 Nov 1993,0.21 Cr,0.66 Cr,1.16 Cr,2.85 Cr
Baazigar,12 Nov 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,7.75 Cr
Parwane,12 Nov 1993,0.11 Cr,0.31 Cr,0.53 Cr,1.12 Cr
Khalnayak,06 Aug 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,12.50 Cr
Hum Hain Rahi Pyar Ke,23 Jul 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,5 Cr
Damini,30 Apr 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.50 Cr
Aankhen,09 Apr 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,14 Cr
Anari,26 Mar 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,6 Cr
King Uncle,05 Feb 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,2 Cr
Tirangaa,29 Jan 1993,0 Cr N.A,0 Cr N.A,0 Cr N.A,6.75 Cr
Aansoo Bane Angaarey,01 Jan 1993,0.16 Cr,0.47 Cr,0.81 Cr,1.63 Cr
Jaanam,01 Jan 1993,0.04 Cr,0.17 Cr,0.29 Cr,0.42 Cr
Ashaant,01 Jan 1993,0.15 Cr,0.40 Cr,0.68 Cr,1.45 Cr
Kaise Kaise Rishte,01 Jan 1993,0 Cr N.A,0 Cr N.A,0.20 Cr,0.04 Cr
Baarish,01 Jan 1993,0.02 Cr,0.05 Cr,0.08 Cr,0.17 Cr
Meri Aan,01 Jan 1993,0.04 Cr,0.10 Cr,0.17 Cr,0.49 Cr
Tehqiqaat,01 Jan 1993,0.15 Cr,0.41 Cr,0.71 Cr,1.52 Cr
Teri Payal Mere Geet,01 Jan 1993,0.05 Cr,0.14 Cr,0.23 Cr,0.48 Cr
Tum Karo Vaada,01 Jan 1993,0 Cr N.A,0 Cr N.A,0.25 Cr,0.03 Cr
Mr. Azaad,23 Dec 1994,0.33 Cr,0.94 Cr,1.62 Cr,3.23 Cr
Teesra Kaun,23 Dec 1994,0.32 Cr,0.90 Cr,1.55 Cr,3.15 Cr
Hum Hain Bemisal,16 Dec 1994,0.39 Cr,1.08 Cr,1.75 Cr,3.02 Cr
Zaalim,09 Dec 1994,0.36 Cr,1.03 Cr,1.72 Cr,3.18 Cr
Gopi Kishen,02 Dec 1994,0.43 Cr,1.24 Cr,2.14 Cr,4.81 Cr
The Gentleman,18 Nov 1994,0.46 Cr,1.36 Cr,2.45 Cr,4.60 Cr
Suhaag,04 Nov 1994,0.55 Cr,1.53 Cr,2.59 Cr,7.09 Cr
Amaanat,14 Oct 1994,0.41 Cr,1.13 Cr,1.88 Cr,3.09 Cr
Main Khiladi Tu Anadi,23 Sep 1994,0.50 Cr,1.41 Cr,2.43 Cr,7.88 Cr
Bandit Queen,17 Sep 1994,0.35 Cr,1.14 Cr,2.39 Cr,14.10 Cr
Andaz Apna Apna,03 Sep 1994,0.31 Cr,0.92 Cr,1.68 Cr,5.30 Cr
Kranti Kshetra,26 Aug 1994,0.26 Cr,0.72 Cr,1.24 Cr,2.36 Cr
Chaand Ka Tukdaa,20 Aug 1994,0.25 Cr,0.73 Cr,1.24 Cr,2.06 Cr
Naaraaz,19 Aug 1994,0.24 Cr,0.68 Cr,1.18 Cr,2.15 Cr
Aag,19 Aug 1994,0.33 Cr,0.94 Cr,1.61 Cr,3.22 Cr
Hum Aapke Hain Koun..!,06 Aug 1994,0.10 Cr,0.29 Cr,0.68 Cr,72.47 Cr
Vijaypath,05 Aug 1994,0.51 Cr,1.44 Cr,2.41 Cr,6.45 Cr
Janta Ki Adalat,30 Jul 1994,0.33 Cr,0.92 Cr,1.57 Cr,3.09 Cr
1942 – A Love Story,28 Jul 1994,0.42 Cr,1.21 Cr,2.32 Cr,6.99 Cr
Krantiveer,23 Jul 1994,0.44 Cr,1.27 Cr,2.27 Cr,9.35 Cr
Eena Meena Deeka,12 Jul 1994,0.38 Cr,1.06 Cr,1.85 Cr,3.93 Cr
Mohra,09 Jul 1994,0.60 Cr,1.59 Cr,3.17 Cr,12.01 Cr
Juaari,08 Jul 1994,0.18 Cr,0.52 Cr,0.89 Cr,1.75 Cr
Laadla,02 Jul 1994,0.39 Cr,1.11 Cr,2.02 Cr,7.16 Cr
Aatish,25 Jun 1994,0.56 Cr,1.56 Cr,2.64 Cr,6.43 Cr
Ekka Raja Rani,24 Jun 1994,0.27 Cr,0.77 Cr,1.29 Cr,2.47 Cr
Cheetah,24 Jun 1994,0.30 Cr,0.78 Cr,1.35 Cr,3.61 Cr
Anth,11 Jun 1994,0.32 Cr,0.91 Cr,1.59 Cr,3.93 Cr
Jai Kishan,10 Jun 1994,0.23 Cr,0.64 Cr,1.10 Cr,2.45 Cr
Aa Gale Lag Jaa,14 May 1994,0.20 Cr,0.64 Cr,1.09 Cr,3.19 Cr
Yeh Dillagi,07 May 1994,0.29 Cr,0.88 Cr,1.63 Cr,5.72 Cr
Pehla Pehla Pyar,06 May 1994,0.16 Cr,0.50 Cr,0.88 Cr,1.76 Cr
Saajan Ka Ghar,30 Apr 1994,0.19 Cr,0.65 Cr,1.17 Cr,3.76 Cr
Anjaam,22 Apr 1994,0.40 Cr,1.16 Cr,2.04 Cr,4.99 Cr
Betaaj Badshah,08 Apr 1994,0.31 Cr,0.87 Cr,1.48 Cr,2.97 Cr
Chauraha,08 Apr 1994,0.13 Cr,0.36 Cr,0.63 Cr,1.54 Cr
Khuddar,25 Mar 1994,0.38 Cr,1.06 Cr,1.84 Cr,4.51 Cr
Salaami,18 Mar 1994,0.13 Cr,0.41 Cr,0.73 Cr,2.80 Cr
Imtihaan,11 Mar 1994,0.27 Cr,0.78 Cr,1.38 Cr,3.09 Cr
Kabhi Haan Kabhi Naa,25 Feb 1994,0.14 Cr,0.50 Cr,0.96 Cr,3.88 Cr
Dilwale,04 Feb 1994,0.29 Cr,0.83 Cr,1.51 Cr,6.33 Cr
Dulaara,28 Jan 1994,0.29 Cr,0.80 Cr,1.40 Cr,3.51 Cr
Elaan,21 Jan 1994,0.31 Cr,0.89 Cr,1.59 Cr,4.61 Cr
Raja Babu,21 Jan 1994,0.49 Cr,1.38 Cr,2.50 Cr,8.24 Cr
Zamane Se Kya Darna,14 Jan 1994,0.39 Cr,1.12 Cr,1.87 Cr,4.06 Cr
Tejasvini,30 Nov 1993,0.26 Cr,0.75 Cr,1.30 Cr,3.76 Cr
Maha Shaktishaali,30 Nov 1993,0.17 Cr,0.46 Cr,0.79 Cr,1.58 Cr
Haqeeqat,29 Dec 1995,0.64 Cr,1.83 Cr,3.02 Cr,6.25 Cr
Trimurti,22 Dec 1995,1.06 Cr,3.07 Cr,5.04 Cr,8.58 Cr
Gambler,08 Dec 1995,0.72 Cr,2.06 Cr,3.46 Cr,7.17 Cr
Akele Hum Akele Tum,30 Nov 1995,0.40 Cr,1.29 Cr,2.35 Cr,7.07 Cr
Ram Jaane,29 Nov 1995,0.62 Cr,1.78 Cr,3.16 Cr,8.61 Cr
Angarakshak,17 Nov 1995,0.69 Cr,1.90 Cr,3.10 Cr,5.65 Cr
Diya Aur Toofan,27 Oct 1995,0.24 Cr,0.64 Cr,1.08 Cr,1.84 Cr
Dilwale Dulhania Le Jayenge,20 Oct 1995,0.55 Cr,1.56 Cr,3.37 Cr,53.31 Cr
Yaraana,20 Oct 1995,0.46 Cr,1.39 Cr,2.57 Cr,5.21 Cr
Barsaat,06 Oct 1995,0.68 Cr,1.96 Cr,3.67 Cr,19.19 Cr
Veergati,29 Sep 1995,0.57 Cr,1.58 Cr,2.62 Cr,4.99 Cr
Kartavya,29 Sep 1995,0.44 Cr,1.30 Cr,2.09 Cr,3.35 Cr
Jallaad,15 Sep 1995,0.49 Cr,1.34 Cr,2.30 Cr,4.69 Cr
Ram Shastra,11 Sep 1995,0.44 Cr,1.17 Cr,1.82 Cr,2.67 Cr
Gundaraj,08 Sep 1995,0.61 Cr,1.67 Cr,2.87 Cr,5.08 Cr
Sabse Bada Khiladi,06 Sep 1995,0.65 Cr,1.82 Cr,3.15 Cr,9.40 Cr
Ahankaar,25 Aug 1995,0.39 Cr,1.11 Cr,1.87 Cr,3.14 Cr
Oh Darling Yeh Hai India,11 Aug 1995,0.22 Cr,0.68 Cr,1.16 Cr,1.78 Cr
Guddu,11 Aug 1995,0.25 Cr,0.78 Cr,1.34 Cr,2.55 Cr
Hum Dono,11 Aug 1995,0.46 Cr,1.34 Cr,2.36 Cr,6.06 Cr
Rangeela,09 Aug 1995,0.71 Cr,2.05 Cr,3.73 Cr,20.22 Cr
Aatank Hi Aatank,04 Aug 1995,0.31 Cr,0.89 Cr,1.46 Cr,2.55 Cr
Hulchul,04 Aug 1995,0.59 Cr,1.65 Cr,2.80 Cr,5.75 Cr
Criminal,04 Aug 1995,0.35 Cr,1.01 Cr,1.74 Cr,3.23 Cr
Zamaana Deewana,28 Jul 1995,0.52 Cr,1.50 Cr,2.54 Cr,4.67 Cr
Takkar,14 Jul 1995,0.44 Cr,1.24 Cr,2.14 Cr,4.09 Cr
Coolie No 1,30 Jun 1995,0.74 Cr,2.09 Cr,3.57 Cr,12.56 Cr
Ravan Raaj,23 Jun 1995,0.50 Cr,1.34 Cr,2.20 Cr,5.22 Cr
Raja,22 Jun 1995,0.73 Cr,2.11 Cr,3.70 Cr,20.34 Cr
Kismat,16 Jun 1995,0.30 Cr,0.89 Cr,1.42 Cr,2.63 Cr
Gaddaar,09 Jun 1995,0.33 Cr,0.90 Cr,1.50 Cr,2.69 Cr
Nazar Ke Samne,02 Jun 1995,0.16 Cr,0.45 Cr,0.74 Cr,1.26 Cr
Zakhmi Sipahi,26 May 1995,0.28 Cr,0.79 Cr,1.32 Cr,2.50 Cr
Raghuveer,19 May 1995,0.41 Cr,1.17 Cr,1.99 Cr,3.78 Cr
Policewala Gunda,19 May 1995,0.37 Cr,1.02 Cr,1.74 Cr,3.74 Cr
Taqdeerwala,12 May 1995,0.30 Cr,0.89 Cr,1.53 Cr,3.43 Cr
God And Gun,05 May 1995,0.30 Cr,0.81 Cr,1.26 Cr,1.86 Cr
Prem,05 May 1995,0.26 Cr,0.88 Cr,1.62 Cr,3.88 Cr
The Don,28 Apr 1995,0.38 Cr,1.03 Cr,1.69 Cr,3.05 Cr
Maidan-E-Jung,14 Apr 1995,0.40 Cr,1.10 Cr,1.88 Cr,4.22 Cr
Baazi,13 Apr 1995,0.43 Cr,1.31 Cr,2.25 Cr,5.09 Cr
Hathkadi,31 Mar 1995,0.49 Cr,1.36 Cr,2.33 Cr,4.87 Cr
Jai Vikraanta,24 Mar 1995,0 Cr N.A,0 Cr N.A,2.32 Cr,4.81 Cr
Naajayaz,17 Mar 1995,0.54 Cr,1.53 Cr,2.63 Cr,5.90 Cr
Andolan,03 Mar 1995,0.69 Cr,1.95 Cr,3.20 Cr,6.05 Cr
Surakshaa,03 Mar 1995,0.41 Cr,0.12 Cr,2.01 Cr,3.82 Cr
Jawab,27 Jan 1995,0.15 Cr,0.51 Cr,0.89 Cr,1.89 Cr
Karan Arjun,13 Jan 1995,0.80 Cr,2.24 Cr,4.29 Cr,25.29 Cr
Nishana,01 Jan 1995,0.21 Cr,0.58 Cr,0.97 Cr,1.81 Cr
Bewafa Sanam,01 Jan 1995,0.10 Cr,0.34 Cr,0.67 Cr,4.96 Cr
Ajay,27 Dec 1996,0.70 Cr,2.01 Cr,3.61 Cr,9.18 Cr
Tere Mere Sapne,06 Dec 1996,0.21 Cr,0.75 Cr,1.44 Cr,7.71 Cr
